game;discipline;medal;athlete
1996 Summer;Athletics Women's 400 metres;Silver;"Catherine Astrid Salome ""Cathy"" Freeman"
1996 Summer;Athletics Women's 400 metres;Gold;Marie-Jos Juliana Prec (Hontas-)
1996 Summer;Athletics Women's 400 metres Hurdles;Bronze;Tonja Yvette Buford-Bailey
1996 Summer;Athletics Women's 400 metres Hurdles;Silver;"Jane Kimberley ""Kim"" Batten"
1996 Summer;Athletics Women's 400 metres Hurdles;Gold;Deon Marie Hemmings
1996 Summer;Athletics Women's 5,000 metres;Bronze;Roberta Brunet
1996 Summer;Athletics Women's 5,000 metres;Silver;Pauline Konga
1996 Summer;Athletics Women's 5,000 metres;Gold;Wang Junxia
1996 Summer;Athletics Women's 800 metres;Bronze;Maria de Lurdes Mutola
1996 Summer;Athletics Women's 800 metres;Silver;Ana Fidelia Quirot Mor
1996 Summer;Athletics Women's 800 metres;Gold;Svetlana Aleksandrovna Masterkova
1996 Summer;Athletics Women's Discus Throw;Bronze;Ellina Aleksandrovna Zvereva (Kisheyeva-)
1996 Summer;Athletics Women's Discus Throw;Silver;Nataliya Ivanovna Sadova (Kaptyukh-)
1996 Summer;Athletics Women's Discus Throw;Gold;Ilke Wyludda
1996 Summer;Athletics Women's Heptathlon;Bronze;Denise Lewis
1996 Summer;Athletics Women's Heptathlon;Silver;"Nataliya Vyacheslavovna ""Natasha"" Sazanovich"
1996 Summer;Athletics Women's Heptathlon;Gold;Ghada Shouaa
1996 Summer;Athletics Women's High Jump;Bronze;Inha Alvidasivna Babakova (Butkus-)
1996 Summer;Athletics Women's High Jump;Silver;Niki Bakogianni
1996 Summer;Athletics Women's High Jump;Gold;Stefka Georgieva Kostadinova (-Petrova, -Popovasileva)
1996 Summer;Athletics Women's Javelin Throw;Bronze;"Elsa Katrine ""Trine"" Solberg-Hattestad"
1996 Summer;Athletics Women's Javelin Throw;Silver;Louise McPaul-Currey
1996 Summer;Athletics Women's Javelin Throw;Gold;Heli Orvokki Rantanen
1996 Summer;Athletics Women's Long Jump;Bronze;"Jacqueline ""Jackie"" Joyner-Kersee"
1996 Summer;Athletics Women's Long Jump;Silver;Fiona Winsome Marcia May (-Iapichino)
1996 Summer;Athletics Women's Long Jump;Gold;Chioma Ajunwa (-Opara)
1996 Summer;Athletics Women's Marathon;Bronze;Yuko Arimori (-Wilson)
1996 Summer;Athletics Women's Marathon;Silver;Valentina Mikhaylovna Yegorova (Vasilyeva-)
1996 Summer;Athletics Women's Marathon;Gold;Fatuma Roba
1996 Summer;Athletics Women's Shot Put;Bronze;Irina Aleksandrovna Khudoroshkina
1996 Summer;Athletics Women's Shot Put;Silver;Sui Xinmei
1996 Summer;Athletics Women's Shot Put;Gold;Astrid Kumbernuss
1996 Summer;Athletics Women's Triple Jump;Bronze;rka Kaprkov
1996 Summer;Athletics Women's Triple Jump;Silver;Inna Aleksandrovna Lasovskaya
1996 Summer;Athletics Women's Triple Jump;Gold;Inesa Mykolavna Kravets (Shuliak-, -Izvachuk)
1996 Summer;Badminton Men's Doubles;Bronze;Antonius Budi Ariantho
1996 Summer;Badminton Men's Doubles;Bronze;Denny Kwan Kantono
1996 Summer;Badminton Men's Doubles;Silver;Cheah Soon Kit
1996 Summer;Badminton Men's Doubles;Silver;Yap Kim Hock
1996 Summer;Badminton Men's Doubles;Gold;Rexy Ronald Mainaky
1996 Summer;Badminton Men's Doubles;Gold;Ricky Achmad Subagja
1996 Summer;Badminton Men's Singles;Bronze;"Rashid ""Adul"" Sidek Mohamed"
1996 Summer;Badminton Men's Singles;Silver;Dong Jiong
1996 Summer;Badminton Men's Singles;Gold;Poul-Erik Hyer Larsen (-Engel Hyer)
1996 Summer;Badminton Mixed Doubles;Bronze;Liu Jianjun
1996 Summer;Badminton Mixed Doubles;Bronze;Sun Man
1996 Summer;Badminton Mixed Doubles;Silver;Na Gyeong-Min
1996 Summer;Badminton Mixed Doubles;Silver;Park Ju-Bong
1996 Summer;Badminton Mixed Doubles;Gold;Gir Yeong-A
1996 Summer;Badminton Mixed Doubles;Gold;Kim Dong-Mun
1996 Summer;Badminton Women's Doubles;Bronze;Qin Yiyuan
1996 Summer;Badminton Women's Doubles;Bronze;Tang Yongshu (-Hetian)
1996 Summer;Badminton Women's Doubles;Silver;Gir Yeong-A
1996 Summer;Badminton Women's Doubles;Silver;Jang Hye-Ok
1996 Summer;Badminton Women's Doubles;Gold;Ge Fei
1996 Summer;Badminton Women's Doubles;Gold;Gu Jun
1996 Summer;Badminton Women's Singles;Bronze;"Lucia Francisca ""Susi"" Susanti Haditono"
1996 Summer;Badminton Women's Singles;Silver;Mia Audina Tjiptawan-Lobman
1996 Summer;Badminton Women's Singles;Gold;Bang Su-Hyeon
1996 Summer;Baseball Men's Baseball;Bronze;John Chad Allen
1996 Summer;Baseball Men's Baseball;Bronze;"Kristin James ""Kris"" Benson"
1996 Summer;Baseball Men's Baseball;Bronze;"Robert Allen ""R. A."" Dickey"
1996 Summer;Baseball Men's Baseball;Bronze;Troy Edward Glaus
1996 Summer;Baseball Men's Baseball;Bronze;"Chadwick Elton ""Chad"" Green"
1996 Summer;Baseball Men's Baseball;Bronze;Seth Adam Greisinger
1996 Summer;Baseball Men's Baseball;Bronze;"Kiplan Paul ""Kip"" Harkrider"
1996 Summer;Baseball Men's Baseball;Bronze;"Andrew Jay ""A. J."" Hinch"
1996 Summer;Baseball Men's Baseball;Bronze;Jacque Dewayne Jones
1996 Summer;Baseball Men's Baseball;Bronze;"William Christopher ""Billy"" Koch"
1996 Summer;Baseball Men's Baseball;Bronze;Mark Steven Kotsay
1996 Summer;Baseball Men's Baseball;Bronze;"Matthew Hawks ""Matt"" LeCroy"
1996 Summer;Baseball Men's Baseball;Bronze;Travis Reynolds Lee
1996 Summer;Baseball Men's Baseball;Bronze;Braden LaVern Looper
1996 Summer;Baseball Men's Baseball;Bronze;Brian Richard Loyd
1996 Summer;Baseball Men's Baseball;Bronze;Warren Randall Morris
1996 Summer;Baseball Men's Baseball;Bronze;"Octavio ""Augie"" Ojeda"
1996 Summer;Baseball Men's Baseball;Bronze;"James Vo ""Jim"" Parque"
1996 Summer;Baseball Men's Baseball;Bronze;"Jeffrey Charles ""Jeff"" Weaver"
1996 Summer;Baseball Men's Baseball;Bronze;Jason Gerald Williams
1996 Summer;Baseball Men's Baseball;Silver;Kosuke Fukudome
1996 Summer;Baseball Men's Baseball;Silver;Tadahito Iguchi
1996 Summer;Baseball Men's Baseball;Silver;Makoto Imaoka
1996 Summer;Baseball Men's Baseball;Silver;Takeo Kawamura
1996 Summer;Baseball Men's Baseball;Silver;Jutaro Kimura
1996 Summer;Baseball Men's Baseball;Silver;Takashi Kurosu
1996 Summer;Baseball Men's Baseball;Silver;Takao Kuwamoto
1996 Summer;Baseball Men's Baseball;Silver;Nobuhiko Matsunaka
1996 Summer;Baseball Men's Baseball;Silver;Koichi Misawa
1996 Summer;Baseball Men's Baseball;Silver;Masahiko Mori
1996 Summer;Baseball Men's Baseball;Silver;Masao Morinaka
1996 Summer;Baseball Men's Baseball;Silver;Daishin Nakamura
1996 Summer;Baseball Men's Baseball;Silver;Masahiro Nojima
